ID,Host_ID,Regiao,Bairro,Latitude,Longitude,Tipo_do_local,Preco,Minimo_de_noites,Num_de_reviews,Num_de_anuncios_do_host,Disp_anual
35496676,266522456,Manhattan,Upper West Side,40.8014,-73.96563,Private room,130,1,9,3,79
35496813,224558991,Brooklyn,East New York,40.65681,-73.87854,Private room,31,1,0,1,105
35496842,127836236,Bronx,Williamsbridge,40.88125,-73.84922,Entire home/apt,85,1,6,1,362
35497728,24587566,Manhattan,Washington Heights,40.85681,-73.92655,Private room,50,1,0,1,87
35497792,267068278,Manhattan,Chelsea,40.74704,-74.00239,Private room,105,1,1,1,21
35499352,170071460,Bronx,Kingsbridge,40.88531,-73.90008,Private room,100,3,0,1,88
35505287,267113508,Manhattan,Upper West Side,40.80069,-73.96431,Shared room,300,7,0,1,39
35507112,15131634,Brooklyn,South Slope,40.66731,-73.98547,Entire home/apt,275,5,0,1,9
35507424,229706010,Manhattan,Chelsea,40.7428,-73.9956,Entire home/apt,290,2,1,1,25
35507713,80164857,Manhattan,Upper East Side,40.76453,-73.95867,Entire home/apt,160,4,1,1,243
35507844,1237426,Manhattan,Hell's Kitchen,40.7665,-73.98578,Entire home/apt,178,3,2,1,22
35507981,267033835,Brooklyn,East New York,40.66302,-73.86082,Entire home/apt,60,3,1,1,94
35508218,155137506,Queens,Laurelton,40.68129,-73.74745,Entire home/apt,85,1,8,1,166
35508864,3830566,Brooklyn,Greenpoint,40.72105,-73.93933,Entire home/apt,200,1,2,1,316
35509087,602359,Brooklyn,Fort Greene,40.69235,-73.97369,Private room,95,2,2,2,164
35509152,192505058,Manhattan,Chelsea,40.75117,-73.99783,Entire home/apt,220,3,2,1,54
35509472,267144101,Manhattan,Financial District,40.70612,-74.00464,Private room,145,1,0,2,83
35510673,256502464,Manhattan,Harlem,40.82817,-73.94598,Private room,55,1,1,3,35
35510795,151810361,Queens,Flushing,40.76316,-73.82337,Private room,99,1,4,6,364
35510968,54332560,Brooklyn,Park Slope,40.66993,-73.97709,Entire home/apt,97,11,0,1,25
35512005,742949,Brooklyn,Prospect Heights,40.67977,-73.96882,Entire home/apt,249,3,1,1,89
35512438,13678557,Manhattan,East Harlem,40.80857,-73.93951,Private room,90,1,0,1,102
35512965,256502464,Manhattan,Harlem,40.82784,-73.94559,Private room,55,1,0,3,21
35513883,204915695,Brooklyn,Sunset Park,40.63851,-74.00843,Private room,50,3,0,2,158
35515382,62001,Manhattan,SoHo,40.72438,-74.00114,Entire home/apt,249,3,0,1,176
35515415,267193767,Queens,East Elmhurst,40.75558,-73.89316,Entire home/apt,200,2,4,1,365
35515733,2116342,Manhattan,Civic Center,40.71625,-74.00316,Entire home/apt,950,3,0,1,69
35515780,31859704,Queens,Little Neck,40.77444,-73.73373,Entire home/apt,149,3,0,1,3
35515910,19407918,Manhattan,SoHo,40.72367,-74.00229,Entire home/apt,180,4,0,1,5
35516587,153561136,Staten Island,New Dorp Beach,40.56153,-74.10047,Entire home/apt,109,5,0,1,46
35516704,81127692,Brooklyn,Flatbush,40.64434,-73.95288,Private room,50,3,0,2,311
35517557,102292061,Brooklyn,Sheepshead Bay,40.58567,-73.94501,Private room,50,1,6,3,83
35518055,26071530,Brooklyn,Crown Heights,40.67711,-73.95,Private room,100,2,0,2,20
35518708,241985816,Queens,Astoria,40.76822,-73.90783,Private room,85,1,1,3,60
35518765,11134859,Manhattan,Nolita,40.72037,-73.99454,Entire home/apt,179,2,0,1,311
35518805,267223765,Brooklyn,Flatbush,40.64685,-73.96102,Private room,50,1,3,3,348
35519038,266749340,Brooklyn,Bedford-Stuyvesant,40.68971,-73.92527,Entire home/apt,190,1,1,2,311
35519175,16608415,Brooklyn,East New York,40.66524,-73.89052,Private room,120,1,0,3,103
35520115,266779292,Queens,Kew Gardens Hills,40.71913,-73.816,Private room,90,1,2,1,90
35520176,217625111,Manhattan,Harlem,40.80621,-73.94877,Entire home/apt,750,3,0,1,13
35520479,260895286,Manhattan,Upper West Side,40.78642,-73.97723,Private room,90,3,0,2,112
35520721,26543881,Queens,Rockaway Beach,40.58447,-73.81704,Entire home/apt,200,3,2,1,261
35521170,254015746,Manhattan,Midtown,40.7459,-73.98663,Private room,280,2,1,1,363
35521820,10160373,Brooklyn,Williamsburg,40.71144,-73.96488,Entire home/apt,200,2,0,1,4
35521916,180754298,Brooklyn,Williamsburg,40.71431,-73.9532,Entire home/apt,130,2,1,1,13
35522281,185199487,Brooklyn,Clinton Hill,40.68965,-73.96742,Private room,65,6,1,1,19
35522357,13483820,Manhattan,Chinatown,40.71496,-73.99063,Entire home/apt,120,1,0,1,160
35522946,18550483,Manhattan,Murray Hill,40.744,-73.97364,Entire home/apt,197,30,0,1,158
35524274,267272502,Bronx,Claremont Village,40.84308,-73.90652,Private room,67,3,0,2,113
35526392,129443696,Manhattan,Upper East Side,40.7739,-73.94803,Entire home/apt,250,7,0,1,44
35531168,7167290,Brooklyn,Midwood,40.62382,-73.94683,Private room,35,30,0,1,44
35533434,264478123,Manhattan,SoHo,40.7207,-74.00034,Private room,100,1,0,4,353
35533850,264478123,Manhattan,SoHo,40.72109,-73.99972,Private room,100,1,0,4,350
35533939,264478123,Manhattan,SoHo,40.72085,-73.99966,Private room,100,1,0,4,352
35534087,264478123,Manhattan,SoHo,40.72254,-73.99985,Private room,100,1,0,4,293
35535750,264752722,Manhattan,Lower East Side,40.72232,-73.99256,Entire home/apt,350,4,3,1,129
35535989,107085019,Brooklyn,Bedford-Stuyvesant,40.68557,-73.93023,Private room,65,3,1,1,348
35536266,107716952,Queens,Jamaica,40.69128,-73.80864,Entire home/apt,50,1,4,2,119
35536969,40275,Brooklyn,Bedford-Stuyvesant,40.69312,-73.96051,Entire home/apt,250,2,1,1,66
35539005,266117120,Brooklyn,Brownsville,40.65944,-73.91489,Private room,55,1,0,1,86
35539036,262501312,Manhattan,Chelsea,40.74441,-74.00765,Entire home/apt,299,2,0,1,74
35539920,263504959,Queens,Woodhaven,40.69158,-73.86578,Private room,50,1,6,8,273
35540614,182505049,Manhattan,Upper West Side,40.77122,-73.99111,Entire home/apt,499,3,0,1,34
35540673,119908176,Brooklyn,Bedford-Stuyvesant,40.68603,-73.92006,Entire home/apt,120,3,1,1,9
35540740,175771113,Brooklyn,East Flatbush,40.64575,-73.94654,Private room,36,15,1,1,46
35540762,239139334,Queens,Bayside,40.76883,-73.78707,Private room,49,1,4,3,345
35541835,65346107,Manhattan,Lower East Side,40.72076,-73.9885,Entire home/apt,170,5,1,1,4
35542412,267396936,Brooklyn,Williamsburg,40.71418,-73.93837,Entire home/apt,465,3,3,1,250
35542686,24423571,Queens,Flushing,40.75283,-73.82561,Private room,46,1,1,1,365
35542830,1646818,Brooklyn,Williamsburg,40.71884,-73.9502,Entire home/apt,120,30,1,1,286
35543031,4602926,Brooklyn,Clinton Hill,40.69325,-73.96732,Entire home/apt,175,2,0,1,6
35543132,35299064,Brooklyn,Park Slope,40.67606,-73.98251,Entire home/apt,150,3,0,1,232
35543291,267414692,Queens,Flushing,40.75932,-73.79859,Private room,70,1,2,1,365
35543560,13500337,Brooklyn,East New York,40.6666,-73.89112,Private room,55,2,0,2,179
35545031,85400172,Brooklyn,Crown Heights,40.6752,-73.94851,Private room,95,3,1,2,360
35545082,253571094,Queens,Astoria,40.75809,-73.91271,Private room,50,2,3,2,330
35545626,7271522,Manhattan,Morningside Heights,40.80695,-73.9654,Entire home/apt,250,7,0,1,10
35546298,52062343,Bronx,Bronxdale,40.856,-73.86705,Shared room,57,1,4,1,340
35546352,103336088,Queens,Jamaica,40.6748,-73.79242,Entire home/apt,85,1,5,1,62
35546843,7309232,Manhattan,East Harlem,40.80391,-73.9361,Entire home/apt,300,3,1,3,302
35547124,173794097,Queens,Jackson Heights,40.75304,-73.87661,Private room,40,2,2,1,3
35547909,257683179,Queens,Flushing,40.76135,-73.80724,Private room,35,1,0,6,7
35548551,11397354,Brooklyn,Flatbush,40.64225,-73.96425,Entire home/apt,89,2,1,1,4
35548672,210800401,Manhattan,Washington Heights,40.84655,-73.93332,Private room,60,3,0,2,81
35548721,119155499,Brooklyn,Bushwick,40.69405,-73.92642,Private room,49,5,0,4,134
35549378,267476000,Manhattan,Hell's Kitchen,40.76369,-73.98891,Private room,100,1,0,1,167
35558366,151810361,Queens,Flushing,40.76313,-73.8234,Private room,99,1,4,6,365
35561531,6048765,Manhattan,Harlem,40.81868,-73.93937,Private room,67,3,0,2,88
35563249,46094733,Manhattan,Flatiron District,40.73975,-73.98511,Entire home/apt,100,2,3,1,6
35563781,267223765,Brooklyn,Flatbush,40.64936,-73.96061,Private room,50,1,2,3,342
35564919,4344188,Brooklyn,Bushwick,40.70013,-73.93502,Entire home/apt,159,4,2,1,28
35565108,257647514,Brooklyn,Bushwick,40.69175,-73.90932,Entire home/apt,250,2,1,2,9
35565616,72674364,Manhattan,West Village,40.73234,-74.00543,Entire home/apt,240,1,1,1,75
35566070,5665090,Manhattan,Upper East Side,40.77842,-73.95026,Entire home/apt,135,3,1,1,15
35566162,185355022,Bronx,Concourse,40.8315,-73.92277,Entire home/apt,60,3,1,1,20
35567048,18042477,Manhattan,Washington Heights,40.83329,-73.94056,Entire home/apt,160,14,0,1,59
35567269,60117043,Manhattan,Upper East Side,40.76209,-73.96181,Entire home/apt,125,5,0,1,58
35567504,13064420,Brooklyn,Bushwick,40.69014,-73.91531,Private room,50,7,0,1,6
35568112,247094998,Manhattan,Upper West Side,40.77719,-73.98312,Entire home/apt,800,2,0,1,225
35569130,265057419,Brooklyn,East New York,40.67072,-73.86947,Private room,68,3,0,2,363
35569189,265156761,Manhattan,Harlem,40.80434,-73.95515,Entire home/apt,165,3,2,1,207
35569456,267621090,Brooklyn,Brooklyn Heights,40.69934,-73.99635,Entire home/apt,600,3,4,1,323
35569459,163029687,Manhattan,SoHo,40.72434,-73.99945,Entire home/apt,900,3,1,1,292
35569626,245166170,Brooklyn,Flatbush,40.642,-73.95979,Entire home/apt,80,1,0,1,12
35570396,166984137,Manhattan,Harlem,40.8129,-73.94391,Private room,90,5,0,1,193
35570498,267627839,Manhattan,Midtown,40.75563,-73.96621,Entire home/apt,175,28,0,1,340
35570515,265662009,Manhattan,Upper East Side,40.77065,-73.96675,Entire home/apt,180,7,0,3,270
35570674,49658508,Manhattan,Kips Bay,40.74244,-73.97872,Entire home/apt,600,2,1,1,226
35570995,231378604,Manhattan,East Harlem,40.78986,-73.94783,Private room,65,14,0,1,319
35571189,16963619,Brooklyn,Williamsburg,40.71139,-73.96208,Entire home/apt,139,2,0,1,134
35572261,267405973,Queens,Ridgewood,40.70126,-73.90292,Entire home/apt,110,20,0,2,161
35572377,159811367,Brooklyn,Bedford-Stuyvesant,40.69483,-73.94059,Shared room,32,30,0,10,324
35572559,267144101,Manhattan,Financial District,40.70737,-74.00622,Private room,145,1,0,2,35
35573040,16354887,Brooklyn,Sunset Park,40.66154,-73.99158,Entire home/apt,109,9,0,1,16
35573043,257348210,Manhattan,Midtown,40.75372,-73.97232,Entire home/apt,350,3,0,1,51
35573815,266522456,Manhattan,Upper West Side,40.80102,-73.96669,Private room,60,1,3,3,130
35573971,60541281,Brooklyn,Crown Heights,40.67037,-73.92764,Entire home/apt,95,4,2,1,84
35574349,159112181,Manhattan,SoHo,40.72683,-74.00222,Entire home/apt,275,1,1,1,308
35575060,267632589,Brooklyn,Greenpoint,40.72775,-73.94944,Entire home/apt,187,3,1,1,256
35575853,35965489,Manhattan,East Harlem,40.79755,-73.94797,Private room,100,2,0,1,7
35575867,74819532,Manhattan,Lower East Side,40.71982,-73.98849,Entire home/apt,250,2,0,1,170
35575973,265422938,Queens,Long Island City,40.74887,-73.93829,Private room,149,2,0,2,53
35576264,50278442,Manhattan,Morningside Heights,40.80478,-73.96665,Private room,70,30,0,3,225
35576552,155529225,Queens,Corona,40.74415,-73.86545,Private room,80,1,0,1,365
35576863,83819376,Manhattan,Hell's Kitchen,40.75438,-73.99378,Entire home/apt,843,1,4,1,358
35577620,21400616,Brooklyn,Crown Heights,40.67718,-73.93524,Entire home/apt,67,1,0,2,300
35577642,265153176,Bronx,Morris Heights,40.84631,-73.91641,Entire home/apt,150,1,3,1,65
35577716,83132880,Queens,Maspeth,40.73877,-73.8946,Private room,129,2,0,4,316
35577810,50278442,Manhattan,Morningside Heights,40.80482,-73.96493,Private room,70,30,0,3,339
35577860,2196491,Manhattan,Theater District,40.75692,-73.98373,Entire home/apt,140,30,0,3,116
35577986,73066515,Brooklyn,Bedford-Stuyvesant,40.69463,-73.94546,Private room,46,3,1,3,81
35578345,146603340,Manhattan,Chelsea,40.74783,-73.99978,Entire home/apt,213,1,1,1,336
35578522,1394543,Brooklyn,Flatbush,40.6524,-73.96314,Private room,59,1,1,2,24
35578616,258880426,Brooklyn,Bay Ridge,40.63646,-74.02396,Private room,65,3,0,1,327
35578766,893308,Brooklyn,Williamsburg,40.70545,-73.93273,Private room,75,3,3,3,13
35578913,267678892,Manhattan,Financial District,40.7061,-74.00936,Entire home/apt,225,1,1,1,82
35579143,26364534,Manhattan,Upper East Side,40.76418,-73.9555,Shared room,66,1,1,1,70
35579436,194369832,Manhattan,East Village,40.72347,-73.97792,Entire home/apt,200,2,1,1,43
35579504,267698769,Manhattan,Midtown,40.74512,-73.98212,Entire home/apt,395,1,4,1,296
35579856,245518352,Manhattan,Hell's Kitchen,40.76135,-73.99343,Entire home/apt,400,3,0,1,161
35580305,267702003,Manhattan,Financial District,40.70517,-74.00907,Entire home/apt,215,1,4,1,246
35580335,3562596,Brooklyn,Boerum Hill,40.68615,-73.98056,Entire home/apt,500,3,0,1,28
35580805,893308,Brooklyn,Williamsburg,40.70519,-73.93418,Private room,75,3,1,3,13
35581246,893308,Brooklyn,Williamsburg,40.7055,-73.93437,Entire home/apt,145,5,1,3,17
35581315,163625145,Brooklyn,Borough Park,40.64265,-73.99138,Private room,46,2,1,3,163
35582464,267728008,Manhattan,East Village,40.7316,-73.98576,Entire home/apt,179,5,3,1,76
35582765,267253127,Manhattan,Kips Bay,40.74496,-73.97678,Entire home/apt,132,1,2,1,46
35583012,28891151,Brooklyn,East New York,40.67054,-73.89002,Private room,79,2,1,4,90
35583150,265424495,Manhattan,Harlem,40.80369,-73.94764,Entire home/apt,150,1,0,2,14
35583579,167025338,Manhattan,Upper East Side,40.773,-73.94759,Private room,90,8,0,2,77
35583886,255626808,Manhattan,Greenwich Village,40.73313,-73.9971,Entire home/apt,450,1,1,1,156
35584234,267739313,Manhattan,Lower East Side,40.72056,-73.98894,Entire home/apt,210,7,1,1,306
35584546,267744284,Bronx,Melrose,40.82231,-73.91696,Entire home/apt,69,7,0,1,254
35590205,208570396,Manhattan,East Harlem,40.80837,-73.93937,Entire home/apt,120,5,4,1,285
35593963,264833923,Manhattan,Hell's Kitchen,40.75612,-73.99263,Entire home/apt,209,3,1,1,68
35595716,266569093,Manhattan,Midtown,40.75519,-73.97011,Entire home/apt,800,30,0,1,266
35595727,11583998,Brooklyn,Bushwick,40.70816,-73.9222,Entire home/apt,128,5,0,1,152
35596905,29622548,Brooklyn,Coney Island,40.58101,-73.98514,Entire home/apt,149,6,0,1,297
35596923,216786331,Manhattan,SoHo,40.71891,-74.00024,Entire home/apt,429,5,2,1,152
35597268,255259069,Manhattan,Harlem,40.82623,-73.95271,Entire home/apt,135,31,2,2,184
35597348,196255493,Bronx,Kingsbridge,40.87277,-73.90268,Entire home/apt,95,2,0,1,47
35597782,247335568,Queens,Long Island City,40.74762,-73.94278,Entire home/apt,160,3,0,7,23
35597932,255259069,Manhattan,Harlem,40.82586,-73.95296,Entire home/apt,130,31,0,2,333
35598116,267678006,Manhattan,Midtown,40.76537,-73.98375,Entire home/apt,320,1,7,1,121
35598253,180793066,Brooklyn,East New York,40.66537,-73.88569,Entire home/apt,87,2,1,1,90
35598472,267818706,Manhattan,Financial District,40.70611,-74.00773,Entire home/apt,205,1,3,1,45
35598561,201914956,Manhattan,Upper West Side,40.80099,-73.96514,Entire home/apt,305,30,3,1,311
35598818,243660343,Manhattan,Harlem,40.82593,-73.95075,Entire home/apt,144,30,1,2,223
35599003,267015438,Queens,Ozone Park,40.67299,-73.845,Entire home/apt,167,5,1,1,94
35599237,3078929,Brooklyn,Williamsburg,40.70919,-73.95755,Entire home/apt,100,30,0,1,235
35599954,206722794,Brooklyn,Williamsburg,40.70823,-73.95702,Entire home/apt,168,2,4,1,154
35600813,265157006,Manhattan,Hell's Kitchen,40.76199,-73.99884,Entire home/apt,425,3,0,1,135
35600829,243660343,Manhattan,Harlem,40.82549,-73.95133,Entire home/apt,115,30,0,2,211
35600877,163625145,Brooklyn,Borough Park,40.64468,-73.99026,Private room,46,2,2,3,180
35601251,163625145,Brooklyn,Borough Park,40.64405,-73.99125,Private room,38,2,0,3,171
35601334,5971264,Bronx,Kingsbridge,40.86429,-73.90204,Private room,60,1,0,1,83
35601555,61396454,Manhattan,Midtown,40.75424,-73.96416,Entire home/apt,300,30,0,14,338
35601668,136438670,Manhattan,East Village,40.72304,-73.98372,Entire home/apt,159,1,5,1,170
35602964,267849738,Manhattan,Kips Bay,40.74293,-73.97923,Entire home/apt,600,2,0,1,267
35602997,267849472,Brooklyn,Williamsburg,40.71269,-73.95902,Entire home/apt,185,1,2,1,130
35603341,159598333,Manhattan,Upper East Side,40.78166,-73.94593,Entire home/apt,99,30,0,5,344
35603512,2548258,Bronx,Port Morris,40.80807,-73.92811,Entire home/apt,140,4,0,1,103
35603798,263049454,Manhattan,East Village,40.7294,-73.98664,Entire home/apt,290,1,0,1,355
35603885,230403448,Brooklyn,Williamsburg,40.71006,-73.95716,Entire home/apt,180,2,0,1,260
35603965,267651337,Manhattan,Midtown,40.7569,-73.96623,Entire home/apt,170,30,0,1,332
35604423,241551759,Manhattan,Financial District,40.70417,-74.01511,Entire home/apt,200,9,0,1,15
35604447,267860635,Manhattan,Midtown,40.74307,-73.98386,Entire home/apt,170,1,3,1,270
35604874,221200420,Manhattan,Murray Hill,40.74385,-73.97219,Entire home/apt,400,30,0,23,211
35605010,267864516,Brooklyn,East New York,40.65905,-73.88273,Entire home/apt,99,2,1,1,144
35605729,267191710,Manhattan,Upper East Side,40.76769,-73.96692,Entire home/apt,425,2,0,1,162
35605837,51020118,Manhattan,Hell's Kitchen,40.75351,-73.99523,Entire home/apt,175,4,0,1,89
35606165,267872829,Brooklyn,Fort Hamilton,40.61819,-74.03296,Shared room,20,1,1,1,353
35606381,221200420,Manhattan,Murray Hill,40.74422,-73.97261,Entire home/apt,350,30,0,23,331
35606417,267875219,Queens,Ridgewood,40.70762,-73.89784,Entire home/apt,149,3,0,1,169
35606542,221200420,Manhattan,Murray Hill,40.74336,-73.97143,Entire home/apt,350,30,0,23,327
35606565,130030703,Brooklyn,Williamsburg,40.71421,-73.96259,Entire home/apt,220,2,0,1,244
35607369,221200420,Manhattan,Murray Hill,40.74399,-73.97204,Entire home/apt,200,30,0,23,365
35607523,6768659,Brooklyn,Park Slope,40.66678,-73.97709,Entire home/apt,170,4,0,1,199
35607568,221200420,Manhattan,Murray Hill,40.74405,-73.97349,Entire home/apt,200,30,0,23,365
35607797,221200420,Manhattan,Murray Hill,40.74419,-73.97195,Entire home/apt,175,30,0,23,353
35607893,223917190,Brooklyn,Williamsburg,40.70779,-73.96254,Entire home/apt,161,2,2,1,288
35607907,1348312,Queens,Astoria,40.76151,-73.90964,Entire home/apt,300,4,0,1,26
35607932,265901814,Manhattan,West Village,40.73613,-73.9987,Private room,125,1,0,2,75
35608098,267886811,Manhattan,Washington Heights,40.8462,-73.93498,Private room,80,3,1,1,112
35608108,75395247,Brooklyn,Williamsburg,40.71243,-73.9604,Entire home/apt,160,2,3,1,309
35608298,221200420,Manhattan,Murray Hill,40.74424,-73.97272,Entire home/apt,190,30,0,23,343
35608471,182954454,Queens,Jamaica,40.66969,-73.77464,Private room,75,2,0,2,90
35608603,267590902,Manhattan,Financial District,40.70423,-74.00909,Entire home/apt,365,2,0,1,18
35608677,25970549,Brooklyn,Williamsburg,40.70769,-73.96257,Entire home/apt,150,2,0,1,235
35608964,154077074,Queens,Flushing,40.74511,-73.82909,Private room,55,1,0,1,59
35609328,267175603,Manhattan,Midtown,40.76551,-73.98217,Entire home/apt,190,3,2,1,23
35609562,53432601,Manhattan,East Harlem,40.7885,-73.95093,Private room,80,2,2,1,11
35609955,267624351,Queens,Astoria,40.76332,-73.91166,Entire home/apt,75,2,0,1,14
35610163,267902045,Queens,Elmhurst,40.74696,-73.87104,Entire home/apt,130,1,2,1,148
35610220,21649183,Brooklyn,Bushwick,40.69644,-73.91995,Private room,78,2,0,1,28
35610360,260895286,Manhattan,Upper West Side,40.7846,-73.97636,Private room,90,3,0,2,24
35610591,82406306,Manhattan,East Harlem,40.79879,-73.94202,Private room,85,2,1,2,36
35611637,267912902,Brooklyn,Borough Park,40.62317,-73.98873,Private room,39,3,0,2,179
35611781,264862581,Queens,Rosedale,40.68036,-73.72716,Private room,75,1,3,3,90
35612199,213432040,Brooklyn,Brooklyn Heights,40.69924,-73.99296,Entire home/apt,150,2,0,1,74
35612963,21261408,Brooklyn,Clinton Hill,40.68981,-73.9604,Shared room,37,1,4,6,344
35612982,108512889,Queens,Sunnyside,40.73954,-73.92095,Shared room,12,1,0,1,359
35613002,267680159,Manhattan,Lower East Side,40.71261,-73.98857,Entire home/apt,300,1,8,1,213
35613103,11971910,Brooklyn,Greenpoint,40.72685,-73.94433,Entire home/apt,110,30,0,1,104
35613104,251969263,Queens,Ridgewood,40.70022,-73.89597,Private room,54,1,0,2,29
35613598,6885157,Brooklyn,Bedford-Stuyvesant,40.68382,-73.95022,Private room,45,1,3,15,188
35613707,267928032,Queens,Flushing,40.72899,-73.79578,Entire home/apt,119,1,0,1,179
35614155,241454071,Bronx,Hunts Point,40.81879,-73.88646,Private room,35,2,1,2,59
35614263,193961455,Brooklyn,Williamsburg,40.7191,-73.94494,Entire home/apt,190,1,7,1,210
35614490,62271274,Manhattan,Financial District,40.70537,-74.00784,Entire home/apt,220,2,1,1,10
35614638,71653051,Manhattan,West Village,40.73894,-74.00087,Private room,99,2,2,1,63
35614773,267936314,Manhattan,Upper West Side,40.79976,-73.96549,Entire home/apt,200,1,2,1,37
35614888,267938006,Bronx,Concourse Village,40.82759,-73.92081,Private room,65,1,2,1,364
35615010,103716352,Brooklyn,Sunset Park,40.64699,-74.0156,Private room,50,1,0,1,28
35615611,267940629,Brooklyn,Flatlands,40.61994,-73.93967,Private room,60,1,0,1,365
35615652,19017210,Brooklyn,Bedford-Stuyvesant,40.67897,-73.94192,Private room,41,3,1,1,57
35616144,11378117,Brooklyn,Coney Island,40.57534,-73.98664,Entire home/apt,70,21,0,1,195
35616292,257879526,Brooklyn,East Flatbush,40.65982,-73.93468,Private room,54,2,0,2,336
35616402,152132335,Queens,Woodside,40.74164,-73.90289,Private room,100,5,0,1,197
35616470,267933377,Manhattan,Upper East Side,40.78015,-73.94571,Private room,100,2,0,1,89
35616482,121705027,Brooklyn,Bedford-Stuyvesant,40.69229,-73.94116,Private room,90,2,1,1,5
35616750,267953852,Manhattan,Greenwich Village,40.72815,-73.99693,Entire home/apt,196,2,1,1,149
35616793,153141476,Queens,Briarwood,40.70762,-73.81453,Entire home/apt,78,1,5,3,326
35617028,6997690,Brooklyn,Greenpoint,40.73259,-73.95611,Private room,100,3,1,1,65
35617075,266925045,Manhattan,Hell's Kitchen,40.7607,-73.99033,Entire home/apt,320,3,3,1,160
35617353,267937666,Manhattan,Hell's Kitchen,40.76286,-73.99113,Entire home/apt,129,1,4,1,186
35617505,130617332,Manhattan,Harlem,40.81173,-73.94213,Private room,80,3,0,3,170
35617875,125170095,Queens,Astoria,40.76408,-73.91979,Private room,85,3,1,1,341
35618095,161346189,Queens,Ridgewood,40.70771,-73.90486,Private room,40,14,0,1,342
35618225,4481028,Manhattan,Midtown,40.75249,-73.9689,Entire home/apt,140,3,1,1,5
35618798,175276860,Queens,Jamaica Hills,40.71512,-73.79391,Private room,100,3,0,1,179
35618939,83132880,Queens,Maspeth,40.73953,-73.89499,Private room,56,1,0,4,304
35619073,256966373,Staten Island,St. George,40.64332,-74.07812,Entire home/apt,100,3,1,1,201
35619385,32159799,Manhattan,East Harlem,40.80144,-73.94463,Private room,180,2,3,1,327
35619415,267980502,Manhattan,Upper West Side,40.78544,-73.97062,Entire home/apt,150,4,0,1,317
35619694,92936093,Brooklyn,Flatbush,40.64898,-73.95502,Private room,65,1,4,1,109
35619784,267951770,Queens,Ozone Park,40.68761,-73.84241,Entire home/apt,100,1,0,1,189
35620506,28891151,Brooklyn,East New York,40.66772,-73.88813,Private room,75,2,2,4,349
35628011,6428897,Brooklyn,Williamsburg,40.70677,-73.94196,Entire home/apt,95,3,1,1,5
35633100,258053084,Manhattan,Harlem,40.80386,-73.95065,Private room,65,2,3,1,76
35633408,83132880,Queens,Maspeth,40.73859,-73.89534,Private room,49,2,0,4,307
35633930,70082582,Manhattan,Chinatown,40.7189,-73.99627,Entire home/apt,120,5,0,1,27
35634364,51985960,Brooklyn,Williamsburg,40.70748,-73.92835,Private room,40,3,0,2,34
35634704,266792224,Queens,Woodside,40.74833,-73.90827,Private room,90,2,1,1,365
35634901,102373033,Manhattan,Midtown,40.76355,-73.98102,Entire home/apt,249,3,1,1,149
35635711,263550606,Manhattan,Kips Bay,40.74509,-73.97894,Entire home/apt,300,4,0,1,77
35635841,267989178,Manhattan,Kips Bay,40.74318,-73.97916,Entire home/apt,800,2,0,1,254
35638345,263229425,Manhattan,Hell's Kitchen,40.76617,-73.99169,Shared room,400,2,0,1,26
35638944,154268909,Queens,Bellerose,40.74006,-73.7169,Entire home/apt,240,2,0,2,159
35639073,260807399,Manhattan,Hell's Kitchen,40.76536,-73.98866,Shared room,400,2,0,1,23
35639950,268110281,Brooklyn,Bushwick,40.69172,-73.9113,Shared room,49,30,0,3,365
35640448,267989700,Queens,Sunnyside,40.74174,-73.90817,Entire home/apt,179,1,1,1,321
35640594,268122129,Brooklyn,Williamsburg,40.70087,-73.94075,Shared room,35,30,0,5,341
35641231,260805765,Manhattan,Hell's Kitchen,40.75882,-73.9903,Shared room,400,2,0,1,166
35642392,146623639,Manhattan,East Village,40.72478,-73.98297,Entire home/apt,250,4,0,1,4
35642402,8093028,Brooklyn,Carroll Gardens,40.67867,-73.9969,Entire home/apt,129,3,1,1,21
35642484,268135013,Brooklyn,Bushwick,40.69463,-73.92707,Entire home/apt,475,1,1,6,9
35642823,268137256,Manhattan,Washington Heights,40.8433,-73.93616,Private room,35,2,1,1,359
35643772,21918321,Brooklyn,Flatbush,40.64151,-73.96104,Entire home/apt,90,2,0,1,10
35643807,181673933,Manhattan,Harlem,40.80033,-73.95382,Private room,100,1,0,1,341
35644433,268150010,Brooklyn,Williamsburg,40.71918,-73.95591,Entire home/apt,200,2,0,1,14
35644555,268149303,Manhattan,Harlem,40.81858,-73.94524,Private room,125,2,0,1,125
35644795,11182145,Brooklyn,Fort Greene,40.69334,-73.98179,Shared room,50,1,0,1,347
35645630,13175303,Manhattan,Morningside Heights,40.80491,-73.96339,Entire home/apt,135,1,1,1,3
35645833,100981446,Brooklyn,Crown Heights,40.67437,-73.96177,Entire home/apt,199,6,1,1,156
35646056,268162851,Manhattan,East Village,40.73035,-73.9845,Entire home/apt,295,5,0,1,268
35646375,247628698,Manhattan,Hell's Kitchen,40.76073,-73.99032,Private room,140,4,1,2,34
35646392,16830841,Manhattan,Midtown,40.76391,-73.98028,Private room,358,1,0,5,349
35646472,268165286,Manhattan,Upper West Side,40.79213,-73.9704,Entire home/apt,89,10,0,1,53
35646539,16830841,Manhattan,Midtown,40.76553,-73.98148,Private room,358,1,0,5,353
